Patient Cost (5-AVG);;;;;;AED Cost (5-AVG);;;;;
109,80;104,00;5,80;5,3%;;;335,60;277,00;58,60;17,5%;;
68,80;65,20;3,60;5,2%;;;218,20;180,20;38,00;17,4%;;
65,60;62,20;3,40;5,2%;;;181,20;149,80;31,40;17,3%;;
54,40;51,60;2,80;5,1%;;;146,80;121,40;25,40;17,3%;;
120,80;114,60;6,20;5,1%;;;268,20;221,80;46,40;17,3%;;
74,40;70,60;3,80;5,1%;;;229,40;189,80;39,60;17,3%;;
105,80;100,40;5,40;5,1%;;;356,00;294,80;61,20;17,2%;;
68,20;64,80;3,40;5,0%;;;263,40;218,20;45,20;17,2%;;
68,20;64,80;3,40;5,0%;;;281,60;233,40;48,20;17,1%;;
60,80;57,80;3,00;4,9%;;;164,80;136,60;28,20;17,1%;;
44,60;42,40;2,20;4,9%;;;496,00;411,20;84,80;17,1%;;
44,60;42,40;2,20;4,9%;;;125,20;103,80;21,40;17,1%;;
44,60;42,40;2,20;4,9%;;;299,60;248,40;51,20;17,1%;;
81,20;77,20;4,00;4,9%;;;65,80;54,60;11,20;17,0%;;
40,80;38,80;2,00;4,9%;;;371,60;308,60;63,00;17,0%;;
159,20;151,40;7,80;4,9%;;;321,60;267,20;54,40;16,9%;;
144,20;137,20;7,00;4,9%;;;132,60;110,20;22,40;16,9%;;
58,00;55,20;2,80;4,8%;;;134,80;112,20;22,60;16,8%;;
66,40;63,20;3,20;4,8%;;;160,00;133,20;26,80;16,8%;;
91,40;87,00;4,40;4,8%;;;565,20;470,60;94,60;16,7%;;
58,20;55,40;2,80;4,8%;;;386,20;321,60;64,60;16,7%;;
58,20;55,40;2,80;4,8%;;;169,40;141,20;28,20;16,6%;;
171,00;162,80;8,20;4,8%;;;226,20;188,60;37,60;16,6%;;
84,00;80,00;4,00;4,8%;;;270,00;225,20;44,80;16,6%;;
55,20;52,60;2,60;4,7%;;;82,00;68,40;13,60;16,6%;;
76,60;73,00;3,60;4,7%;;;157,40;131,40;26,00;16,5%;;
102,20;97,40;4,80;4,7%;;;288,00;240,60;47,40;16,5%;;
77,00;73,40;3,60;4,7%;;;215,20;179,80;35,40;16,4%;;
65,40;62,40;3,00;4,6%;;;270,00;225,60;44,40;16,4%;;
118,00;112,60;5,40;4,6%;;;250,60;209,40;41,20;16,4%;;
61,20;58,40;2,80;4,6%;;;113,40;94,80;18,60;16,4%;;
43,80;41,80;2,00;4,6%;;;113,40;94,80;18,60;16,4%;;
154,80;147,80;7,00;4,5%;;;156,20;130,60;25,60;16,4%;;
79,80;76,20;3,60;4,5%;;;139,20;116,40;22,80;16,4%;;
53,80;51,40;2,40;4,5%;;;160,00;133,80;26,20;16,4%;;
76,40;73,00;3,40;4,5%;;;227,40;190,20;37,20;16,4%;;
103,40;98,80;4,60;4,4%;;;253,60;212,20;41,40;16,3%;;
45,00;43,00;2,00;4,4%;;;234,00;195,80;38,20;16,3%;;
45,00;43,00;2,00;4,4%;;;494,40;413,80;80,60;16,3%;;
59,00;56,40;2,60;4,4%;;;494,40;413,80;80,60;16,3%;;
105,40;100,80;4,60;4,4%;;;288,60;241,60;47,00;16,3%;;
68,80;65,80;3,00;4,4%;;;118,00;98,80;19,20;16,3%;;
105,80;101,20;4,60;4,3%;;;167,20;140,00;27,20;16,3%;;
60,20;57,60;2,60;4,3%;;;167,40;140,20;27,20;16,2%;;
46,40;44,40;2,00;4,3%;;;167,40;140,20;27,20;16,2%;;
41,80;40,00;1,80;4,3%;;;234,40;196,40;38,00;16,2%;;
177,00;169,40;7,60;4,3%;;;205,00;171,80;33,20;16,2%;;
56,00;53,60;2,40;4,3%;;;469,80;393,80;76,00;16,2%;;
56,20;53,80;2,40;4,3%;;;394,60;330,80;63,80;16,2%;;
75,00;71,80;3,20;4,3%;;;104,20;87,40;16,80;16,1%;;
85,00;81,40;3,60;4,2%;;;183,60;154,00;29,60;16,1%;;
56,80;54,40;2,40;4,2%;;;114,40;96,00;18,40;16,1%;;
53,20;51,00;2,20;4,1%;;;141,60;119,00;22,60;16,0%;;
72,80;69,80;3,00;4,1%;;;309,60;260,20;49,40;16,0%;;
165,40;158,60;6,80;4,1%;;;445,00;374,00;71,00;16,0%;;
43,80;42,00;1,80;4,1%;;;396,20;333,00;63,20;16,0%;;
88,60;85,00;3,60;4,1%;;;105,40;88,60;16,80;15,9%;;
59,40;57,00;2,40;4,0%;;;149,60;125,80;23,80;15,9%;;
84,60;81,20;3,40;4,0%;;;156,20;131,40;24,80;15,9%;;
75,00;72,00;3,00;4,0%;;;179,20;150,80;28,40;15,8%;;
90,00;86,40;3,60;4,0%;;;222,80;187,60;35,20;15,8%;;
60,20;57,80;2,40;4,0%;;;265,40;223,60;41,80;15,7%;;
80,40;77,20;3,20;4,0%;;;114,40;96,40;18,00;15,7%;;
65,80;63,20;2,60;4,0%;;;209,80;176,80;33,00;15,7%;;
91,60;88,00;3,60;3,9%;;;179,40;151,20;28,20;15,7%;;
92,00;88,40;3,60;3,9%;;;163,20;137,60;25,60;15,7%;;
61,40;59,00;2,40;3,9%;;;426,00;359,20;66,80;15,7%;;
103,00;99,00;4,00;3,9%;;;187,60;158,20;29,40;15,7%;;
180,80;173,80;7,00;3,9%;;;66,40;56,00;10,40;15,7%;;
52,40;50,40;2,00;3,8%;;;169,20;142,80;26,40;15,6%;;
63,20;60,80;2,40;3,8%;;;220,00;185,80;34,20;15,5%;;
89,60;86,20;3,40;3,8%;;;135,80;114,80;21,00;15,5%;;
79,20;76,20;3,00;3,8%;;;156,60;132,40;24,20;15,5%;;
132,40;127,40;5,00;3,8%;;;387,00;327,40;59,60;15,4%;;
64,40;62,00;2,40;3,7%;;;367,60;311,00;56,60;15,4%;;
129,00;124,20;4,80;3,7%;;;681,00;576,20;104,80;15,4%;;
59,20;57,00;2,20;3,7%;;;286,40;242,40;44,00;15,4%;;
145,80;140,40;5,40;3,7%;;;97,80;82,80;15,00;15,3%;;
92,40;89,00;3,40;3,7%;;;142,20;120,40;21,80;15,3%;;
88,00;84,80;3,20;3,6%;;;164,80;139,60;25,20;15,3%;;
61,00;58,80;2,20;3,6%;;;359,60;304,80;54,80;15,2%;;
189,00;182,20;6,80;3,6%;;;200,80;170,20;30,60;15,2%;;
33,40;32,20;1,20;3,6%;;;93,60;79,40;14,20;15,2%;;
61,40;59,20;2,20;3,6%;;;356,40;302,60;53,80;15,1%;;
62,00;59,80;2,20;3,5%;;;273,00;231,80;41,20;15,1%;;
62,60;60,40;2,20;3,5%;;;205,60;174,80;30,80;15,0%;;
74,00;71,40;2,60;3,5%;;;159,00;135,20;23,80;15,0%;;
62,80;60,60;2,20;3,5%;;;124,40;105,80;18,60;15,0%;;
103,60;100,00;3,60;3,5%;;;124,40;105,80;18,60;15,0%;;
57,80;55,80;2,00;3,5%;;;701,40;596,60;104,80;14,9%;;
104,40;100,80;3,60;3,4%;;;261,20;222,20;39,00;14,9%;;
23,20;22,40;0,80;3,4%;;;96,60;82,20;14,40;14,9%;;
64,20;62,00;2,20;3,4%;;;131,80;112,20;19,60;14,9%;;
70,20;67,80;2,40;3,4%;;;165,80;141,20;24,60;14,8%;;
64,40;62,20;2,20;3,4%;;;164,60;140,20;24,40;14,8%;;
64,80;62,60;2,20;3,4%;;;820,40;699,60;120,80;14,7%;;
147,60;142,60;5,00;3,4%;;;83,00;70,80;12,20;14,7%;;
59,40;57,40;2,00;3,4%;;;307,00;262,00;45,00;14,7%;;
131,40;127,00;4,40;3,3%;;;168,40;143,80;24,60;14,6%;;
42,00;40,60;1,40;3,3%;;;215,20;183,80;31,40;14,6%;;
66,40;64,20;2,20;3,3%;;;144,00;123,00;21,00;14,6%;;
96,80;93,60;3,20;3,3%;;;114,00;97,40;16,60;14,6%;;
79,20;76,60;2,60;3,3%;;;119,80;102,40;17,40;14,5%;;
79,60;77,00;2,60;3,3%;;;311,80;266,60;45,20;14,5%;;
79,60;77,00;2,60;3,3%;;;197,60;169,00;28,60;14,5%;;
98,20;95,00;3,20;3,3%;;;184,40;157,80;26,60;14,4%;;
61,40;59,40;2,00;3,3%;;;145,80;124,80;21,00;14,4%;;
43,00;41,60;1,40;3,3%;;;218,20;186,80;31,40;14,4%;;
67,60;65,40;2,20;3,3%;;;211,40;181,00;30,40;14,4%;;
117,00;113,20;3,80;3,2%;;;158,20;135,60;22,60;14,3%;;
92,60;89,60;3,00;3,2%;;;158,20;135,60;22,60;14,3%;;
37,20;36,00;1,20;3,2%;;;187,00;160,40;26,60;14,2%;;
49,60;48,00;1,60;3,2%;;;341,00;292,60;48,40;14,2%;;
93,00;90,00;3,00;3,2%;;;203,20;174,40;28,80;14,2%;;
43,40;42,00;1,40;3,2%;;;137,00;117,60;19,40;14,2%;;
69,20;67,00;2,20;3,2%;;;172,60;148,20;24,40;14,1%;;
81,80;79,20;2,60;3,2%;;;189,40;162,80;26,60;14,0%;;
122,40;118,60;3,80;3,1%;;;179,80;154,60;25,20;14,0%;;
135,40;131,20;4,20;3,1%;;;78,60;67,60;11,00;14,0%;;
96,80;93,80;3,00;3,1%;;;213,20;183,40;29,80;14,0%;;
39,20;38,00;1,20;3,1%;;;183,20;157,60;25,60;14,0%;;
98,00;95,00;3,00;3,1%;;;183,20;157,60;25,60;14,0%;;
79,60;77,20;2,40;3,0%;;;88,80;76,40;12,40;14,0%;;
33,40;32,40;1,00;3,0%;;;235,00;202,20;32,80;14,0%;;
81,00;78,60;2,40;3,0%;;;317,60;273,40;44,20;13,9%;;
150,20;145,80;4,40;2,9%;;;346,80;298,60;48,20;13,9%;;
61,80;60,00;1,80;2,9%;;;162,00;139,60;22,40;13,8%;;
124,40;120,80;3,60;2,9%;;;192,40;165,80;26,60;13,8%;;
83,20;80,80;2,40;2,9%;;;142,00;122,40;19,60;13,8%;;
55,80;54,20;1,60;2,9%;;;128,00;110,40;17,60;13,8%;;
49,40;48,00;1,40;2,8%;;;128,00;110,40;17,60;13,8%;;
56,80;55,20;1,60;2,8%;;;230,40;198,80;31,60;13,7%;;
99,60;96,80;2,80;2,8%;;;115,40;99,60;15,80;13,7%;;
64,40;62,60;1,80;2,8%;;;155,00;133,80;21,20;13,7%;;
102,20;99,40;2,80;2,7%;;;326,80;282,20;44,60;13,6%;;
73,20;71,20;2,00;2,7%;;;377,00;325,60;51,40;13,6%;;
80,80;78,60;2,20;2,7%;;;228,20;197,20;31,00;13,6%;;
52,40;51,00;1,40;2,7%;;;87,20;75,40;11,80;13,5%;;
128,00;124,60;3,40;2,7%;;;124,20;107,40;16,80;13,5%;;
83,20;81,00;2,20;2,6%;;;126,20;109,20;17,00;13,5%;;
61,00;59,40;1,60;2,6%;;;250,40;216,80;33,60;13,4%;;
46,20;45,00;1,20;2,6%;;;341,60;296,00;45,60;13,3%;;
55,60;54,20;1,40;2,5%;;;618,20;535,80;82,40;13,3%;;
63,60;62,00;1,60;2,5%;;;73,60;63,80;9,80;13,3%;;
71,80;70,00;1,80;2,5%;;;242,00;209,80;32,20;13,3%;;
64,00;62,40;1,60;2,5%;;;204,60;177,40;27,20;13,3%;;
72,60;70,80;1,80;2,5%;;;85,80;74,40;11,40;13,3%;;
56,60;55,20;1,40;2,5%;;;267,00;231,80;35,20;13,2%;;
113,60;110,80;2,80;2,5%;;;230,00;199,80;30,20;13,1%;;
65,20;63,60;1,60;2,5%;;;348,60;303,00;45,60;13,1%;;
49,00;47,80;1,20;2,4%;;;379,40;329,80;49,60;13,1%;;
66,00;64,40;1,60;2,4%;;;531,80;462,40;69,40;13,1%;;
66,40;64,80;1,60;2,4%;;;417,00;362,60;54,40;13,0%;;
66,40;64,80;1,60;2,4%;;;738,40;642,20;96,20;13,0%;;
50,00;48,80;1,20;2,4%;;;222,60;193,60;29,00;13,0%;;
50,80;49,60;1,20;2,4%;;;406,60;353,80;52,80;13,0%;;
59,40;58,00;1,40;2,4%;;;176,00;153,20;22,80;13,0%;;
68,60;67,00;1,60;2,3%;;;415,60;361,80;53,80;12,9%;;
77,80;76,00;1,80;2,3%;;;188,20;164,00;24,20;12,9%;;
60,60;59,20;1,40;2,3%;;;99,80;87,00;12,80;12,8%;;
69,60;68,00;1,60;2,3%;;;348,20;303,60;44,60;12,8%;;
96,00;93,80;2,20;2,3%;;;325,00;283,40;41,60;12,8%;;
43,80;42,80;1,00;2,3%;;;218,80;190,80;28,00;12,8%;;
44,20;43,20;1,00;2,3%;;;342,40;298,60;43,80;12,8%;;
53,40;52,20;1,20;2,2%;;;194,20;169,40;24,80;12,8%;;
107,20;104,80;2,40;2,2%;;;705,00;615,00;90,00;12,8%;;
36,20;35,40;0,80;2,2%;;;114,40;99,80;14,60;12,8%;;
45,40;44,40;1,00;2,2%;;;330,80;288,80;42,00;12,7%;;
136,40;133,40;3,00;2,2%;;;330,80;288,80;42,00;12,7%;;
45,60;44,60;1,00;2,2%;;;180,20;157,40;22,80;12,7%;;
45,80;44,80;1,00;2,2%;;;121,20;106,00;15,20;12,5%;;
64,40;63,00;1,40;2,2%;;;126,00;110,20;15,80;12,5%;;
83,60;81,80;1,80;2,2%;;;167,60;146,60;21,00;12,5%;;
47,40;46,40;1,00;2,1%;;;253,00;221,40;31,60;12,5%;;
47,40;46,40;1,00;2,1%;;;211,60;185,20;26,40;12,5%;;
57,00;55,80;1,20;2,1%;;;750,60;657,20;93,40;12,4%;;
76,00;74,40;1,60;2,1%;;;186,60;163,40;23,20;12,4%;;
85,60;83,80;1,80;2,1%;;;337,60;295,80;41,80;12,4%;;
123,80;121,20;2,60;2,1%;;;119,60;104,80;14,80;12,4%;;
116,80;114,40;2,40;2,1%;;;152,20;133,40;18,80;12,4%;;
78,40;76,80;1,60;2,0%;;;1309,20;1147,60;161,60;12,3%;;
148,00;145,00;3,00;2,0%;;;681,80;597,80;84,00;12,3%;;
119,40;117,00;2,40;2,0%;;;388,60;340,80;47,80;12,3%;;
71,00;69,60;1,40;2,0%;;;185,40;162,60;22,80;12,3%;;
71,20;69,80;1,40;2,0%;;;240,80;211,20;29,60;12,3%;;
125,60;123,20;2,40;1,9%;;;153,20;134,40;18,80;12,3%;;
167,80;164,60;3,20;1,9%;;;271,00;237,80;33,20;12,3%;;
53,00;52,00;1,00;1,9%;;;439,40;385,80;53,60;12,2%;;
86,60;85,00;1,60;1,8%;;;338,00;296,80;41,20;12,2%;;
86,60;85,00;1,60;1,8%;;;148,40;130,40;18,00;12,1%;;
131,60;129,20;2,40;1,8%;;;262,40;230,60;31,80;12,1%;;
55,00;54,00;1,00;1,8%;;;107,40;94,40;13,00;12,1%;;
55,40;54,40;1,00;1,8%;;;61,20;53,80;7,40;12,1%;;
67,40;66,20;1,20;1,8%;;;89,60;78,80;10,80;12,1%;;
70,80;69,60;1,20;1,7%;;;89,60;78,80;10,80;12,1%;;
72,00;70,80;1,20;1,7%;;;310,40;273,00;37,40;12,0%;;
72,20;71,00;1,20;1,7%;;;570,40;501,80;68,60;12,0%;;
73,40;72,20;1,20;1,6%;;;176,40;155,20;21,20;12,0%;;
87,80;86,40;1,40;1,6%;;;146,60;129,00;17,60;12,0%;;
77,60;76,40;1,20;1,5%;;;213,80;188,20;25,60;12,0%;;
77,60;76,40;1,20;1,5%;;;603,80;531,60;72,20;12,0%;;
52,40;51,60;0,80;1,5%;;;107,60;94,80;12,80;11,9%;;
52,40;51,60;0,80;1,5%;;;102,80;90,60;12,20;11,9%;;
26,20;25,80;0,40;1,5%;;;143,40;126,40;17,00;11,9%;;
52,80;52,00;0,80;1,5%;;;318,00;280,40;37,60;11,8%;;
53,40;52,60;0,80;1,5%;;;1304,40;1150,20;154,20;11,8%;;
41,00;40,40;0,60;1,5%;;;130,40;115,00;15,40;11,8%;;
55,20;54,40;0,80;1,4%;;;401,80;354,40;47,40;11,8%;;
55,40;54,60;0,80;1,4%;;;78,00;68,80;9,20;11,8%;;
41,80;41,20;0,60;1,4%;;;95,00;83,80;11,20;11,8%;;
43,20;42,60;0,60;1,4%;;;231,20;204,00;27,20;11,8%;;
101,20;99,80;1,40;1,4%;;;367,80;325,00;42,80;11,6%;;
43,40;42,80;0,60;1,4%;;;134,60;119,00;15,60;11,6%;;
87,80;86,60;1,20;1,4%;;;265,20;234,60;30,60;11,5%;;
59,00;58,20;0,80;1,4%;;;963,00;852,00;111,00;11,5%;;
74,20;73,20;1,00;1,3%;;;238,00;210,60;27,40;11,5%;;
89,40;88,20;1,20;1,3%;;;158,40;140,20;18,20;11,5%;;
89,40;88,20;1,20;1,3%;;;132,40;117,20;15,20;11,5%;;
45,60;45,00;0,60;1,3%;;;129,20;114,40;14,80;11,5%;;
91,40;90,20;1,20;1,3%;;;108,40;96,00;12,40;11,4%;;
61,20;60,40;0,80;1,3%;;;211,60;187,40;24,20;11,4%;;
61,40;60,60;0,80;1,3%;;;240,80;213,40;27,40;11,4%;;
61,60;60,80;0,80;1,3%;;;116,60;103,40;13,20;11,3%;;
109,80;108,40;1,40;1,3%;;;185,80;164,80;21,00;11,3%;;
47,80;47,20;0,60;1,3%;;;228,40;202,60;25,80;11,3%;;
48,00;47,40;0,60;1,3%;;;250,00;221,80;28,20;11,3%;;
48,60;48,00;0,60;1,2%;;;704,40;625,20;79,20;11,2%;;
48,60;48,00;0,60;1,2%;;;918,40;815,40;103,00;11,2%;;
65,80;65,00;0,80;1,2%;;;261,00;231,80;29,20;11,2%;;
118,20;116,80;1,40;1,2%;;;298,20;265,00;33,20;11,1%;;
51,40;50,80;0,60;1,2%;;;88,20;78,40;9,80;11,1%;;
103,00;101,80;1,20;1,2%;;;124,40;110,60;13,80;11,1%;;
52,20;51,60;0,60;1,1%;;;163,00;145,00;18,00;11,0%;;
87,00;86,00;1,00;1,1%;;;224,80;200,00;24,80;11,0%;;
35,00;34,60;0,40;1,1%;;;94,40;84,00;10,40;11,0%;;
53,80;53,20;0,60;1,1%;;;150,80;134,20;16,60;11,0%;;
71,80;71,00;0,80;1,1%;;;127,80;113,80;14,00;11,0%;;
108,40;107,20;1,20;1,1%;;;348,40;310,40;38,00;10,9%;;
109,00;107,80;1,20;1,1%;;;273,60;243,80;29,80;10,9%;;
91,40;90,40;1,00;1,1%;;;132,80;118,40;14,40;10,8%;;
55,20;54,60;0,60;1,1%;;;206,60;184,20;22,40;10,8%;;
37,20;36,80;0,40;1,1%;;;254,60;227,00;27,60;10,8%;;
74,40;73,60;0,80;1,1%;;;398,00;355,00;43,00;10,8%;;
74,40;73,60;0,80;1,1%;;;733,20;654,40;78,80;10,7%;;
261,80;259,00;2,80;1,1%;;;638,60;570,00;68,60;10,7%;;
56,60;56,00;0,60;1,1%;;;137,80;123,00;14,80;10,7%;;
76,60;75,80;0,80;1,0%;;;155,20;138,60;16,60;10,7%;;
78,60;77,80;0,80;1,0%;;;220,00;196,60;23,40;10,6%;;
118,20;117,00;1,20;1,0%;;;569,20;508,80;60,40;10,6%;;
39,40;39,00;0,40;1,0%;;;111,80;100,00;11,80;10,6%;;
80,20;79,40;0,80;1,0%;;;80,20;71,80;8,40;10,5%;;
82,20;81,40;0,80;1,0%;;;170,40;152,60;17,80;10,4%;;
65,20;64,60;0,60;0,9%;;;165,00;147,80;17,20;10,4%;;
66,40;65,80;0,60;0,9%;;;115,40;103,40;12,00;10,4%;;
90,00;89,20;0,80;0,9%;;;115,40;103,40;12,00;10,4%;;
67,60;67,00;0,60;0,9%;;;105,80;94,80;11,00;10,4%;;
91,00;90,20;0,80;0,9%;;;171,80;154,00;17,80;10,4%;;
50,40;50,00;0,40;0,8%;;;133,20;119,40;13,80;10,4%;;
76,20;75,60;0,60;0,8%;;;220,20;197,40;22,80;10,4%;;
131,60;130,60;1,00;0,8%;;;71,60;64,20;7,40;10,3%;;
131,60;130,60;1,00;0,8%;;;120,00;107,60;12,40;10,3%;;
53,40;53,00;0,40;0,7%;;;147,60;132,40;15,20;10,3%;;
53,60;53,20;0,40;0,7%;;;105,20;94,40;10,80;10,3%;;
54,20;53,80;0,40;0,7%;;;132,60;119,00;13,60;10,3%;;
81,80;81,20;0,60;0,7%;;;89,80;80,60;9,20;10,2%;;
54,60;54,20;0,40;0,7%;;;193,80;174,00;19,80;10,2%;;
55,00;54,60;0,40;0,7%;;;139,20;125,00;14,20;10,2%;;
55,60;55,20;0,40;0,7%;;;257,20;231,00;26,20;10,2%;;
55,80;55,40;0,40;0,7%;;;700,40;629,40;71,00;10,1%;;
113,20;112,40;0,80;0,7%;;;92,80;83,40;9,40;10,1%;;
57,40;57,00;0,40;0,7%;;;108,80;97,80;11,00;10,1%;;
57,80;57,40;0,40;0,7%;;;125,00;112,40;12,60;10,1%;;
58,20;57,80;0,40;0,7%;;;156,80;141,00;15,80;10,1%;;
89,00;88,40;0,60;0,7%;;;365,80;329,00;36,80;10,1%;;
90,20;89,60;0,60;0,7%;;;217,60;195,80;21,80;10,0%;;
61,00;60,60;0,40;0,7%;;;139,80;125,80;14,00;10,0%;;
61,20;60,80;0,40;0,7%;;;677,20;609,40;67,80;10,0%;;
61,20;60,80;0,40;0,7%;;;203,80;183,40;20,40;10,0%;;
94,80;94,20;0,60;0,6%;;;248,00;223,20;24,80;10,0%;;
132,60;131,80;0,80;0,6%;;;236,00;212,40;23,60;10,0%;;
66,80;66,40;0,40;0,6%;;;372,60;335,40;37,20;10,0%;;
68,40;68,00;0,40;0,6%;;;243,00;218,80;24,20;10,0%;;
68,80;68,40;0,40;0,6%;;;376,00;338,60;37,40;9,9%;;
71,20;70,80;0,40;0,6%;;;136,80;123,20;13,60;9,9%;;
72,60;72,20;0,40;0,6%;;;400,40;360,60;39,80;9,9%;;
37,40;37,20;0,20;0,5%;;;191,20;172,20;19,00;9,9%;;
38,00;37,80;0,20;0,5%;;;212,80;191,80;21,00;9,9%;;
46,40;46,20;0,20;0,4%;;;448,60;404,40;44,20;9,9%;;
141,40;140,80;0,60;0,4%;;;657,60;593,00;64,60;9,8%;;
148,40;147,80;0,60;0,4%;;;286,20;258,20;28,00;9,8%;;
155,80;155,20;0,60;0,4%;;;294,60;265,80;28,80;9,8%;;
58,80;58,60;0,20;0,3%;;;239,40;216,00;23,40;9,8%;;
60,60;60,40;0,20;0,3%;;;127,20;114,80;12,40;9,7%;;
61,20;61,00;0,20;0,3%;;;194,40;175,60;18,80;9,7%;;
69,40;69,20;0,20;0,3%;;;223,60;202,00;21,60;9,7%;;
70,60;70,40;0,20;0,3%;;;215,80;195,00;20,80;9,6%;;
144,60;144,20;0,40;0,3%;;;162,00;146,40;15,60;9,6%;;
74,00;73,80;0,20;0,3%;;;85,20;77,00;8,20;9,6%;;
76,20;76,00;0,20;0,3%;;;160,20;144,80;15,40;9,6%;;
78,40;78,20;0,20;0,3%;;;202,00;182,60;19,40;9,6%;;
78,40;78,20;0,20;0,3%;;;146,00;132,00;14,00;9,6%;;
90,20;90,00;0,20;0,2%;;;188,00;170,00;18,00;9,6%;;
68,60;68,60;0,00;0,0%;;;184,00;166,40;17,60;9,6%;;
64,20;64,20;0,00;0,0%;;;356,60;322,60;34,00;9,5%;;
52,80;52,80;0,00;0,0%;;;134,80;122,00;12,80;9,5%;;
174,60;174,60;0,00;0,0%;;;347,60;314,60;33,00;9,5%;;
39,60;39,60;0,00;0,0%;;;523,60;474,00;49,60;9,5%;;
107,60;107,60;0,00;0,0%;;;146,00;132,20;13,80;9,5%;;
91,60;91,60;0,00;0,0%;;;671,80;608,40;63,40;9,4%;;
53,60;53,60;0,00;0,0%;;;163,80;148,40;15,40;9,4%;;
30,20;30,20;0,00;0,0%;;;128,80;116,80;12,00;9,3%;;
53,80;53,80;0,00;0,0%;;;114,60;104,00;10,60;9,2%;;
103,00;103,00;0,00;0,0%;;;227,40;206,40;21,00;9,2%;;
56,00;56,00;0,00;0,0%;;;180,00;163,40;16,60;9,2%;;
85,20;85,20;0,00;0,0%;;;152,40;138,60;13,80;9,1%;;
77,80;77,80;0,00;0,0%;;;133,00;121,00;12,00;9,0%;;
33,80;33,80;0,00;0,0%;;;186,60;169,80;16,80;9,0%;;
59,40;59,40;0,00;0,0%;;;141,20;128,60;12,60;8,9%;;
67,60;67,60;0,00;0,0%;;;229,20;208,80;20,40;8,9%;;
72,80;72,80;0,00;0,0%;;;328,40;299,20;29,20;8,9%;;
76,20;76,20;0,00;0,0%;;;97,40;88,80;8,60;8,8%;;
39,00;39,00;0,00;0,0%;;;261,00;238,00;23,00;8,8%;;
57,80;57,80;0,00;0,0%;;;174,80;159,40;15,40;8,8%;;
197,40;197,40;0,00;0,0%;;;145,60;132,80;12,80;8,8%;;
48,60;48,60;0,00;0,0%;;;134,60;122,80;11,80;8,8%;;
40,40;40,40;0,00;0,0%;;;96,00;87,60;8,40;8,8%;;
46,40;46,40;0,00;0,0%;;;235,60;215,00;20,60;8,7%;;
74,80;74,80;0,00;0,0%;;;375,80;343,00;32,80;8,7%;;
46,20;46,20;0,00;0,0%;;;127,40;116,40;11,00;8,6%;;
60,20;60,20;0,00;0,0%;;;134,80;123,20;11,60;8,6%;;
50,20;50,20;0,00;0,0%;;;263,40;240,80;22,60;8,6%;;
24,40;24,40;0,00;0,0%;;;42,00;38,40;3,60;8,6%;;
48,60;48,60;0,00;0,0%;;;134,00;122,60;11,40;8,5%;;
37,20;37,20;0,00;0,0%;;;262,80;240,60;22,20;8,4%;;
